Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost
1952-53,1,Atlético Bilbao,,5–0,4–3,5–0,8–2,1–0,6–1,3–3,6–1,2–2,5–2,6–1,6–1,1–1,4–2,3–0,,,,,,,6,30,14,4,12
1952-53,2,Atlético Madrid,2–3,,2–1,4–1,4–1,4–1,1–3,5–1,1–0,1–2,3–0,4–3,4–2,3–3,2–2,4–1,,,,,,,8,30,13,4,13
1952-53,3,Barcelona,3–2,6–1,,4–0,4–3,2–1,6–2,4–1,3–1,1–0,3–1,3–0,3–2,2–1,2–1,8–0,,,,,,,1,30,19,4,7
1952-53,4,Celta,2–2,3–2,3–3,,2–0,0–1,3–1,3–0,3–0,2–1,1–1,3–0,4–0,1–1,2–0,6–1,,,,,,,13,30,10,5,15
1952-53,5,Deportivo La Coruña,3–2,5–1,1–1,3–2,,2–2,1–0,2–2,5–0,0–2,0–1,1–0,2–0,1–2,1–4,0–0,,,,,,,14,30,9,6,15
1952-53,6,Español,6–2,2–0,0–2,6–1,7–1,,2–1,3–0,4–0,2–4,3–1,2–0,6–2,2–1,1–0,3–2,,,,,,,4,30,16,4,10
1952-53,7,Málaga,1–0,1–3,2–1,2–1,1–2,1–1,,4–2,2–3,6–0,4–2,2–4,0–3,3–3,3–0,1–0,,,,,,,15,30,10,2,18
1952-53,8,Oviedo,2–1,5–0,2–1,4–0,3–3,1–0,6–1,,2–4,3–1,1–3,2–2,2–0,2–3,6–3,3–2,,,,,,,9,30,12,5,13
1952-53,9,Real Gijón,1–2,2–0,0–0,1–1,4–1,1–1,4–0,1–3,,2–1,2–0,1–0,1–0,1–1,1–0,2–3,,,,,,,7,30,11,8,11
1952-53,10,Real Madrid,3–2,2–0,2–1,5–1,5–2,1–2,2–0,3–2,2–2,,2–1,5–0,3–2,3–0,3–1,2–1,,,,,,,3,30,18,3,9
1952-53,11,Real Santander,2–0,3–3,3–3,2–0,3–1,2–1,2–0,0–2,0–1,2–3,,1–1,4–1,1–2,2–2,3–1,,,,,,,11,30,11,5,14
1952-53,12,Real Sociedad,3–1,0–2,0–2,7–3,6–1,2–1,4–1,3–2,0–0,3–0,3–1,,1–1,0–0,2–2,1–1,,,,,,,10,30,10,8,12
1952-53,13,Sevilla,1–0,3–1,4–2,4–2,6–2,2–1,2–0,2–1,7–1,2–2,1–2,4–1,,4–2,3–0,5–2,,,,,,,5,30,16,2,12
1952-53,14,Valencia,3–1,1–2,3–2,3–2,1–1,1–1,3–1,4–0,4–0,3–2,7–1,5–2,1–0,,2–0,3–1,,,,,,,2,30,16,8,6
1952-53,15,Valladolid,1–0,4–4,0–1,3–1,4–0,0–1,2–1,1–0,2–2,3–1,1–2,1–2,4–0,2–0,,3–1,,,,,,,12,30,10,5,15
1952-53,16,Zaragoza,2–0,4–2,1–5,3–1,1–2,3–1,0–2,0–0,0–0,0–3,4–0,3–3,1–2,0–2,0–4,,,,,,,,16,30,6,5,19
1951-52,1,Atlético Bilbao,,7–3,3–1,0–3,4–2,4–1,2–1,7–0,4–2,1–1,0–1,4–1,2–0,2–0,1–0,10–1,,,,,,,2,30,17,6,7
1951-52,2,Atlético Madrid,1–2,,8–0,1–1,2–1,3–1,3–3,4–0,7–3,3–2,7–2,3–1,2–1,4–0,1–1,2–1,,,,,,,4,30,16,5,9
1951-52,3,Atlético Tetuán,1–2,4–1,,2–5,2–1,2–0,3–3,2–2,3–1,3–3,5–1,3–1,3–4,1–1,2–2,0–1,,,,,,,16,30,7,5,18
1951-52,4,Barcelona,1–0,5–2,3–2,,6–1,6–1,2–0,7–0,9–3,4–2,7–1,3–1,5–3,1–3,0–0,4–1,,,,,,,1,30,19,5,6
1951-52,5,Celta,4–1,0–3,7–0,1–2,,6–1,3–3,5–2,4–1,3–2,3–0,3–1,2–0,1–1,2–1,4–1,,,,,,,9,30,12,3,15
1951-52,6,Deportivo La Coruña,3–1,1–3,2–3,1–1,3–0,,3–1,3–1,4–1,1–1,2–1,2–1,1–1,3–2,1–1,2–1,,,,,,,11,30,10,5,15
1951-52,7,Español,3–3,3–1,4–1,1–0,0–2,3–1,,2–0,3–0,4–3,4–1,4–1,4–3,2–3,3–0,4–0,,,,,,,7,30,14,4,12
1951-52,8,Las Palmas,1–1,1–3,4–1,0–2,2–1,3–2,1–0,,2–0,1–4,1–1,1–0,1–0,5–3,1–1,4–2,,,,,,,15,30,9,4,17
1951-52,9,Real Gijón,1–1,0–2,3–1,3–2,1–1,0–2,3–1,4–1,,2–3,3–2,2–1,4–0,2–0,1–1,2–2,,,,,,,13,30,10,5,15
1951-52,10,Real Madrid,2–2,2–1,4–2,5–1,4–1,3–2,6–1,5–1,5–1,,2–0,0–0,5–2,3–1,2–0,2–1,,,,,,,3,30,16,6,8
1951-52,11,Real Santander,3–1,2–2,4–0,0–3,3–0,3–1,1–0,4–0,1–2,0–3,,2–4,3–1,2–1,2–2,2–2,,,,,,,14,30,9,7,14
1951-52,12,Real Sociedad,1–4,6–1,1–0,4–2,4–1,7–1,3–0,3–0,1–2,3–1,1–1,,3–3,1–2,3–1,2–0,,,,,,,10,30,11,4,15
1951-52,13,Sevilla,2–0,3–1,3–2,3–0,3–1,2–0,3–2,5–0,3–3,4–1,5–0,2–2,,6–1,4–1,2–1,,,,,,,6,30,14,4,12
1951-52,14,Valencia,2–3,3–0,5–1,2–2,7–2,3–0,4–1,3–0,3–0,2–1,1–1,4–0,2–0,,3–0,2–2,,,,,,,5,30,15,5,10
1951-52,15,Valladolid,2–2,1–1,3–0,1–1,3–0,5–0,1–3,4–1,4–1,2–1,1–1,4–1,2–1,1–2,,1–0,,,,,,,8,30,9,11,10
1951-52,16,Zaragoza,2–4,0–5,3–1,2–4,3–2,1–1,5–6,6–0,2–1,1–1,1–0,3–2,3–0,4–2,2–1,,,,,,,,12,30,10,5,15
1950-51,1,Alcoyano,,0–1,1–2,0–1,2–1,0–2,0–1,4–1,6–2,1–0,3–3,2–1,1–4,1–1,0–2,1–4,,,,,,,15,30,6,2,22
1950-51,2,Atlético Bilbao,8–1,,4–0,4–3,3–1,9–4,1–1,4–2,10–0,5–1,3–1,2–5,7–1,3–0,4–1,1–1,,,,,,,7,30,15,3,12
1950-51,3,Atlético Madrid,5–1,2–0,,6–4,3–0,3–2,5–2,1–1,7–1,2–2,9–1,4–0,2–2,2–1,3–1,7–0,,,,,,,1,30,17,6,7
1950-51,4,Barcelona,6–0,2–1,3–0,,7–2,3–1,2–2,4–1,6–1,2–1,2–1,7–2,8–2,4–1,2–1,3–1,,,,,,,4,30,16,3,11
1950-51,5,Málaga,2–0,2–1,2–1,3–1,,1–2,4–2,2–0,9–0,0–0,2–0,3–0,4–1,2–0,0–2,0–0,,,,,,,8,30,15,3,12
1950-51,6,Celta,6–2,4–1,0–2,2–2,2–1,,1–2,2–0,4–0,4–1,1–0,2–2,3–1,3–0,5–1,0–1,,,,,,,12,30,13,4,13
1950-51,7,Deportivo La Coruña,4–0,4–0,3–0,2–0,2–2,4–1,,4–1,10–1,4–1,0–1,5–0,1–1,0–3,1–0,0–1,,,,,,,11,30,13,4,13
1950-51,8,Español,5–3,3–2,4–3,6–0,4–2,3–1,3–2,,8–0,7–0,2–0,7–1,2–1,2–4,2–2,3–2,,,,,,,16,30,6,1,23
1950-51,9,Lérida,3–1,0–3,3–4,0–3,2–5,2–3,1–0,5–4,,3–2,4–2,1–6,1–0,4–5,1–6,2–2,,,,,,,13,30,12,5,13
1950-51,10,Murcia,3–1,3–6,1–3,3–2,4–0,1–2,2–0,0–0,3–2,,2–0,2–5,2–1,3–2,2–4,1–2,,,,,,,14,30,8,3,19
1950-51,11,Real Santander,3–1,1–0,1–0,2–2,0–0,2–1,4–2,4–3,5–1,4–0,,1–0,1–1,2–2,0–2,4–1,,,,,,,9,30,13,5,12
1950-51,12,Real Madrid,7–0,2–2,3–6,4–1,1–1,1–1,2–1,6–2,7–0,6–0,0–1,,7–2,3–3,3–2,2–1,,,,,,,10,30,12,6,12
1950-51,13,Real Sociedad,3–1,3–0,1–1,3–1,4–1,5–1,5–1,3–1,2–0,7–0,5–0,6–2,,1–0,3–0,5–2,,,,,,,5,30,15,5,10
1950-51,14,Sevilla,7–1,1–0,1–1,4–0,4–2,3–0,3–1,5–2,5–0,5–0,4–0,4–0,2–1,,4–0,4–0,,,,,,,2,30,17,4,9
1950-51,15,Valencia,4–1,3–1,1–0,4–2,3–1,0–1,0–3,3–2,4–1,2–0,3–3,2–1,1–1,4–0,,4–1,,,,,,,3,30,17,3,10
1950-51,16,Valladolid,0–1,4–2,3–3,1–0,1–0,3–1,2–0,1–1,2–0,4–0,4–1,0–1,3–2,4–1,0–1,,,,,,,,6,30,14,5,11
1949-50,1,Atlético Bilbao,,1–0,3–1,4–1,2–2,4–0,7–0,2–1,3–0,6–2,5–2,2–3,3–6,3–2,,,,,,,,,6,26,12,5,9
1949-50,2,Atlético Madrid,6–6,,4–1,4–2,6–1,5–2,5–1,3–2,4–1,5–1,5–3,0–1,4–4,2–1,,,,,,,,,1,26,15,3,8
1949-50,3,Barcelona,5–0,1–0,,2–1,2–0,1–2,10–1,4–0,5–0,2–3,2–0,7–0,2–0,2–2,,,,,,,,,5,26,13,3,10
1949-50,4,Celta,1–1,2–0,6–4,,2–3,4–1,10–1,1–0,3–1,5–2,0–1,4–2,3–2,4–0,,,,,,,,,7,26,13,2,11
1949-50,5,Deportivo La Coruña,1–1,3–1,3–0,1–1,,2–1,1–0,1–0,2–2,3–0,4–4,3–0,5–1,1–0,,,,,,,,,2,26,12,8,6
1949-50,6,Español,4–1,0–2,2–2,3–0,3–2,,3–1,2–2,1–1,1–1,2–2,2–1,6–4,0–4,,,,,,,,,11,26,8,6,12
1949-50,7,Gimnástico,5–3,0–4,1–4,1–5,3–2,3–1,,5–1,3–2,0–3,2–1,2–4,1–1,4–1,,,,,,,,,13,26,7,2,17
1949-50,8,Málaga,2–3,3–3,0–0,2–0,2–1,4–1,5–1,,2–1,1–3,5–2,2–0,1–2,2–1,,,,,,,,,12,26,8,5,13
1949-50,9,Oviedo,3–1,1–3,0–2,1–2,0–2,2–3,1–1,2–2,,2–0,0–0,1–0,2–0,2–2,,,,,,,,,14,26,4,7,15
1949-50,10,Real Madrid,2–2,4–2,6–1,1–0,1–1,1–1,5–1,2–1,6–2,,2–2,4–2,2–2,1–1,,,,,,,,,4,26,11,9,6
1949-50,11,Real Sociedad,2–3,4–1,2–4,4–0,0–1,5–0,3–1,1–0,7–0,1–1,,5–0,1–1,1–1,,,,,,,,,8,26,9,9,8
1949-50,12,Sevilla,5–3,0–1,5–2,4–3,2–2,2–1,9–0,3–1,7–0,2–1,3–4,,2–2,2–3,,,,,,,,,10,26,11,3,12
1949-50,13,Valencia,4–1,6–0,4–0,1–2,3–0,4–0,5–1,4–0,2–1,2–2,0–0,5–0,,4–1,,,,,,,,,3,26,12,7,7
1949-50,14,Valladolid,6–2,0–1,2–1,4–1,1–1,4–0,3–0,3–3,2–2,1–4,0–0,1–1,3–2,,,,,,,,,,9,26,8,9,9
1948-49,1,Alcoyano,,1–0,0–0,1–2,1–0,1–0,2–0,2–2,2–1,2–2,2–1,2–0,0–1,2–1,,,,,,,,,13,26,8,5,13
1948-49,2,Atlético Bilbao,3–0,,1–3,2–0,3–2,3–1,4–3,4–1,0–1,2–3,7–2,4–0,3–2,7–2,,,,,,,,,6,26,11,2,13
1948-49,3,Atlético Madrid,4–0,3–2,,2–0,3–0,4–0,2–1,1–0,6–0,0–2,6–0,1–1,2–2,2–0,,,,,,,,,4,26,15,4,7
1948-49,4,Barcelona,4–0,5–2,4–0,,3–1,5–2,2–1,3–1,5–2,3–1,4–1,2–1,4–3,6–0,,,,,,,,,1,26,16,5,5
1948-49,5,Celta,5–1,3–4,2–2,2–2,,1–1,2–1,6–4,2–1,3–1,3–2,3–1,4–2,2–0,,,,,,,,,11,26,9,4,13
1948-49,6,Deportivo La Coruña,6–1,3–1,3–1,2–2,3–3,,3–0,6–2,1–2,0–3,5–2,2–0,1–2,5–0,,,,,,,,,10,26,9,4,13
1948-49,7,Español,1–1,1–1,4–1,1–1,5–0,4–1,,5–4,0–0,3–2,6–2,1–0,3–0,5–1,,,,,,,,,7,26,10,4,12
1948-49,8,Gimnástico,3–1,3–1,2–1,2–2,3–2,1–4,4–1,,2–4,3–3,3–2,1–3,6–1,4–2,,,,,,,,,9,26,10,3,13
1948-49,9,Oviedo,1–1,6–3,2–0,2–0,5–2,4–1,3–0,0–2,,1–1,5–4,0–1,2–1,2–1,,,,,,,,,5,26,13,4,9
1948-49,10,Real Madrid,3–1,4–2,1–2,1–2,6–0,3–1,3–1,3–1,0–2,,5–1,1–0,4–3,4–1,,,,,,,,,3,26,15,4,7
1948-49,11,Sabadell,3–1,2–2,1–3,1–0,3–0,4–4,2–0,2–3,2–2,1–2,,1–3,0–3,3–1,,,,,,,,,14,26,5,3,18
1948-49,12,Sevilla,2–0,6–0,0–1,1–2,2–1,3–1,0–3,3–1,1–0,1–5,4–1,,0–2,2–1,,,,,,,,,8,26,11,1,14
1948-49,13,Valencia,5–3,5–0,4–3,4–2,1–0,7–1,4–1,7–0,3–1,4–4,3–0,2–0,,6–2,,,,,,,,,2,26,16,3,7
1948-49,14,Valladolid,4–2,1–0,0–1,1–1,4–2,1–0,1–0,3–1,2–1,2–0,4–0,2–0,1–1,,,,,,,,,,12,26,10,2,14
1947-48,1,Alcoyano,,0–4,1–0,0–2,2–0,1–0,2–1,3–1,6–1,2–1,3–1,3–0,1–1,0–2,,,,,,,,,10,26,9,4,13
1947-48,2,Atlético Bilbao,6–1,,0–1,3–2,5–0,1–2,7–0,5–1,0–0,3–0,1–3,3–1,2–2,2–1,,,,,,,,,6,26,12,4,10
1947-48,3,Atlético Madrid,3–2,1–1,,2–2,3–1,5–2,5–2,4–0,5–3,5–0,4–3,8–0,5–3,2–2,,,,,,,,,3,26,13,7,6
1947-48,4,Barcelona,3–0,3–0,2–1,,1–1,5–1,1–1,2–1,4–0,4–2,6–0,2–1,6–0,1–1,,,,,,,,,1,26,15,7,4
1947-48,5,Celta,2–0,5–1,4–1,3–2,,4–0,5–0,4–2,3–2,4–1,2–0,1–1,1–1,5–2,,,,,,,,,4,26,14,3,9
1947-48,6,Español,2–2,1–0,2–2,2–1,2–1,,1–0,3–1,5–1,2–0,2–0,2–3,0–1,1–3,,,,,,,,,8,26,9,6,11
1947-48,7,Gimnástico,4–3,7–1,2–1,1–2,2–2,1–0,,3–0,5–0,3–3,2–0,0–1,2–0,1–0,,,,,,,,,7,26,10,4,12
1947-48,8,Oviedo,4–3,2–2,2–2,2–2,1–2,0–0,6–2,,0–0,7–1,3–0,4–2,4–0,1–0,,,,,,,,,9,26,9,5,12
1947-48,9,Real Gijón,1–1,1–2,2–7,1–4,3–1,1–1,3–2,2–1,,2–0,4–1,1–2,3–1,1–4,,,,,,,,,14,26,7,4,15
1947-48,10,Real Madrid,2–2,5–1,1–1,1–1,1–4,3–1,1–3,2–0,0–1,,3–0,4–0,2–1,1–1,,,,,,,,,11,26,7,7,12
1947-48,11,Real Sociedad,5–0,0–3,3–1,0–0,4–1,4–2,3–1,1–2,3–2,1–1,,3–0,0–0,0–2,,,,,,,,,13,26,8,3,15
1947-48,12,Sabadell,3–2,0–2,1–2,2–4,2–0,3–3,2–2,1–2,5–0,1–1,4–2,,3–1,3–2,,,,,,,,,12,26,9,3,14
1947-48,13,Sevilla,2–0,2–1,1–1,4–0,3–1,3–1,3–1,5–1,3–1,2–3,5–0,3–0,,3–0,,,,,,,,,5,26,12,5,9
1947-48,14,Valencia,1–0,3–0,3–1,1–3,7–1,1–1,3–1,6–1,3–1,4–2,2–1,4–1,1–0,,,,,,,,,,2,26,15,4,7
1946-47,1,Atlético Bilbao,,3–1,1–0,6–0,3–2,6–0,4–1,6–2,4–1,6–2,2–0,2–1,5–0,0–1,,,,,,,,,2,26,15,4,7
1946-47,2,Atlético Madrid,4–0,,2–2,3–2,3–2,3–1,8–3,2–2,5–2,2–2,2–3,1–3,1–1,1–1,,,,,,,,,3,26,13,6,7
1946-47,3,Barcelona,2–1,3–2,,3–3,1–1,5–0,5–0,6–2,2–0,4–1,3–2,0–1,5–1,2–1,,,,,,,,,4,26,14,3,9
1946-47,4,Castellón,2–2,0–2,4–1,,1–2,1–1,4–3,1–0,3–3,0–2,2–3,4–0,1–4,2–4,,,,,,,,,14,26,4,5,17
1946-47,5,Celta,3–2,0–4,2–1,0–0,,4–2,3–2,6–0,3–3,6–2,3–4,2–1,3–0,1–2,,,,,,,,,9,26,11,4,11
1946-47,6,Deportivo La Coruña,3–3,1–0,3–2,8–1,1–4,,1–0,3–1,2–2,1–1,2–2,1–1,0–0,0–0,,,,,,,,,13,26,5,8,13
1946-47,7,Español,0–3,4–1,0–1,5–0,2–0,3–1,,2–3,2–1,2–1,4–2,1–2,4–0,1–2,,,,,,,,,11,26,9,1,16
1946-47,8,Murcia,2–4,1–2,0–1,2–0,0–2,1–0,1–2,,0–0,5–4,1–1,0–0,1–1,1–0,,,,,,,,,12,26,6,7,13
1946-47,9,Oviedo,3–0,4–0,2–3,4–1,2–0,3–1,4–0,3–0,,3–2,0–0,0–1,4–2,4–1,,,,,,,,,8,26,10,7,9
1946-47,10,Real Gijón,1–0,1–2,3–1,4–0,3–0,2–0,1–1,4–1,1–1,,2–1,3–1,1–4,4–1,,,,,,,,,10,26,10,5,11
1946-47,11,Real Madrid,3–6,1–2,2–1,7–4,3–3,5–0,2–0,5–0,2–0,4–0,,1–3,3–0,2–4,,,,,,,,,7,26,11,5,10
1946-47,12,Sabadell,1–1,1–1,1–4,4–1,2–0,3–0,3–1,1–1,1–1,2–2,3–3,,3–1,3–0,,,,,,,,,5,26,11,8,7
1946-47,13,Sevilla,2–2,1–2,3–1,4–2,2–0,4–0,3–1,1–1,2–1,5–2,5–0,4–0,,3–1,,,,,,,,,6,26,12,5,9
1946-47,14,Valencia,1–0,0–2,4–0,3–0,2–1,3–0,3–2,1–2,4–1,6–0,4–1,1–0,4–1,,,,,,,,,,1,26,16,2,8
1945-46,1,Alcoyano,,3–1,3–2,3–3,3–1,4–2,1–1,3–1,1–0,1–1,4–1,1–3,1–2,1–2,,,,,,,,,13,26,7,5,14
1945-46,2,Atlético Aviación,2–0,,1–0,2–0,4–0,3–2,7–3,5–2,0–0,2–2,2–0,3–1,2–1,0–0,,,,,,,,,7,26,10,6,10
1945-46,3,Atlético Bilbao,2–0,1–2,,2–0,7–1,2–1,3–1,6–0,6–1,2–4,2–3,3–2,4–3,2–2,,,,,,,,,3,26,14,5,7
1945-46,4,Barcelona,2–0,2–1,0–6,,4–0,3–1,1–0,5–3,1–1,4–0,2–0,1–0,1–1,1–1,,,,,,,,,2,26,14,7,5
1945-46,5,Castellón,2–1,2–1,4–0,1–1,,2–1,4–1,2–1,3–0,1–1,2–0,0–3,2–2,1–0,,,,,,,,,8,26,11,4,11
1945-46,6,Celta,6–1,6–1,1–2,1–5,4–0,,4–1,4–2,1–1,3–2,2–3,3–0,4–0,1–1,,,,,,,,,10,26,9,3,14
1945-46,7,Español,2–1,4–3,1–5,0–2,4–1,4–1,,5–2,0–1,1–2,2–2,1–1,1–1,4–0,,,,,,,,,12,26,6,7,13
1945-46,8,Hércules,1–0,3–2,0–0,0–0,1–2,1–4,0–0,,2–0,0–3,2–1,2–3,1–2,2–1,,,,,,,,,14,26,5,5,16
1945-46,9,Murcia,2–3,0–0,0–0,0–2,2–3,1–0,2–2,1–1,,0–3,1–0,1–0,1–1,2–2,,,,,,,,,11,26,5,10,11
1945-46,10,Oviedo,3–2,3–3,1–2,1–1,4–2,1–0,1–0,2–0,0–0,,2–2,1–1,1–1,3–0,,,,,,,,,5,26,10,10,6
1945-46,11,Real Gijón,1–1,3–2,0–0,2–0,2–0,2–1,4–1,2–0,0–2,1–0,,1–1,1–2,1–2,,,,,,,,,9,26,9,7,10
1945-46,12,Real Madrid,1–0,2–1,1–1,3–2,4–0,6–0,0–0,2–0,3–1,3–1,2–2,,1–1,1–1,,,,,,,,,4,26,11,9,6
1945-46,13,Sevilla,4–2,3–0,4–2,2–3,3–2,3–3,1–0,2–1,3–1,3–0,3–2,2–1,,3–0,,,,,,,,,1,26,14,8,4
1945-46,14,Valencia,6–1,6–1,1–2,0–1,2–0,5–1,3–2,2–2,2–0,2–2,1–1,1–1,1–0,,,,,,,,,,6,26,9,10,7
1944-45,1,Atlético Aviación,,1–0,1–1,4–0,1–1,3–1,1–1,4–3,4–3,2–0,0–1,2–1,3–1,4–1,,,,,,,,,3,26,13,5,8
1944-45,2,Atlético Bilbao,0–1,,4–1,1–3,5–2,3–0,4–1,5–1,0–1,0–1,2–1,4–1,4–0,2–2,,,,,,,,,6,26,14,2,10
1944-45,3,Barcelona,2–2,5–2,,3–1,3–0,1–0,4–2,1–0,0–1,2–0,5–0,2–1,3–1,1–0,,,,,,,,,1,26,17,5,4
1944-45,4,Castellón,2–3,1–0,0–1,,4–0,2–0,2–0,2–1,5–3,3–0,0–3,8–0,2–2,0–0,,,,,,,,,8,26,10,4,12
1944-45,5,Deportivo La Coruña,4–1,1–2,1–2,1–1,,3–2,1–1,3–1,4–1,2–2,2–2,1–2,1–0,2–3,,,,,,,,,14,26,5,7,14
1944-45,6,Español,0–3,2–3,1–1,5–1,7–1,,7–2,1–0,3–0,0–0,2–0,1–3,2–1,0–2,,,,,,,,,9,26,10,3,13
1944-45,7,Granada,2–1,2–3,1–2,0–2,3–0,2–0,,1–1,5–1,0–0,0–1,5–0,3–1,2–1,,,,,,,,,12,26,7,5,14
1944-45,8,Murcia,0–0,2–2,1–1,2–0,1–0,1–2,2–0,,5–1,2–2,3–5,2–0,3–1,2–1,,,,,,,,,11,26,7,5,14
1944-45,9,Oviedo,3–2,2–0,6–0,2–0,2–2,1–0,1–1,3–2,,2–1,4–0,6–2,2–0,2–0,,,,,,,,,4,26,13,5,8
1944-45,10,Real Gijón,2–2,0–2,2–5,4–0,3–3,0–1,3–1,4–1,6–0,,0–1,1–0,3–1,4–2,,,,,,,,,7,26,9,6,11
1944-45,11,Real Madrid,3–1,4–1,1–0,2–1,6–0,3–0,6–2,2–1,4–1,4–1,,8–0,5–0,1–1,,,,,,,,,2,26,18,2,6
1944-45,12,Sabadell,0–1,1–2,0–1,1–1,2–1,0–6,3–2,4–0,0–0,2–2,3–2,,2–3,1–1,,,,,,,,,13,26,6,5,15
1944-45,13,Sevilla,4–1,2–3,0–0,8–1,3–0,1–1,4–1,4–0,1–1,6–0,1–2,4–0,,3–2,,,,,,,,,10,26,9,4,13
1944-45,14,Valencia,5–0,3–0,2–3,4–1,2–0,2–0,4–0,9–3,1–1,4–1,4–1,1–1,4–0,,,,,,,,,,5,26,12,6,8
1943-44,1,Atlético Bilbao,,0–0,2–1,2–3,5–1,3–1,1–1,2–2,1–2,2–1,3–0,4–3,0–1,2–1,,,,,,,,,2,26,15,4,7
1943-44,2,Atlético Aviación,2–1,,2–1,2–0,7–0,4–2,3–1,0–0,3–1,1–2,6–2,4–3,2–2,4–2,,,,,,,,,10,26,10,5,11
1943-44,3,Barcelona,3–3,4–5,,1–0,3–0,3–3,1–3,7–2,1–2,3–1,2–0,5–0,1–1,1–1,,,,,,,,,6,26,10,8,8
1943-44,4,Castellón,5–0,3–2,3–0,,2–0,2–1,2–1,0–2,2–1,2–0,3–0,4–0,1–2,1–1,,,,,,,,,5,26,13,3,10
1943-44,5,Celta,3–2,1–2,2–2,2–2,,0–0,0–1,0–1,1–0,0–5,0–2,0–3,1–5,1–2,,,,,,,,,14,26,2,5,19
1943-44,6,Deportivo La Coruña,1–0,2–4,1–4,3–2,3–2,,3–1,2–2,2–2,1–0,0–0,0–4,0–3,0–2,,,,,,,,,12,26,6,7,13
1943-44,7,Español,4–0,1–2,1–3,0–1,1–1,7–0,,2–0,1–1,2–0,2–2,5–1,3–2,0–3,,,,,,,,,11,26,9,5,12
1943-44,8,Granada,0–0,2–3,2–0,1–1,5–2,2–2,4–0,,2–2,5–2,1–0,2–1,2–1,1–3,,,,,,,,,8,26,9,8,9
1943-44,9,Real Madrid,1–3,3–2,0–1,3–0,3–0,3–0,3–1,2–2,,2–1,4–1,4–1,3–5,1–1,,,,,,,,,4,26,12,5,9
1943-44,10,Oviedo,1–2,4–1,3–3,3–0,5–1,4–2,6–1,2–0,2–0,,3–3,9–2,5–1,2–1,,,,,,,,,7,26,11,6,9
1943-44,11,Real Sociedad,1–4,2–0,1–1,2–3,1–1,2–3,6–1,3–0,2–1,2–2,,0–1,0–0,2–4,,,,,,,,,13,26,5,7,14
1943-44,12,Sabadell,5–1,4–1,3–2,1–0,4–0,3–1,0–0,2–0,1–3,3–3,2–0,,1–1,2–4,,,,,,,,,9,26,11,3,12
1943-44,13,Sevilla,3–0,4–2,2–2,4–0,4–3,2–2,1–2,4–1,1–1,2–2,4–0,5–2,,0–2,,,,,,,,,3,26,12,8,6
1943-44,14,Valencia,5–4,2–2,3–4,2–0,5–1,3–0,4–0,3–0,1–0,5–3,3–0,2–1,8–0,,,,,,,,,,1,26,18,4,4
1942-43,1,Atlético Aviación,,2–3,4–0,5–1,3–1,1–2,2–3,7–1,3–0,5–1,2–1,1–0,1–1,3–1,,,,,,,,,8,26,11,5,10
1942-43,2,Atlético Bilbao,5–2,,5–2,4–0,4–0,0–2,2–1,4–1,8–1,5–0,3–2,5–0,5–1,2–0,,,,,,,,,1,26,16,4,6
1942-43,3,Barcelona,5–0,1–3,,7–1,8–0,1–1,2–0,5–2,6–2,4–1,5–5,3–1,1–2,4–1,,,,,,,,,3,26,14,4,8
1942-43,4,Castellón,0–0,2–2,0–2,,5–0,3–1,2–1,3–2,3–0,3–0,3–0,2–0,1–0,3–0,,,,,,,,,4,26,13,5,8
1942-43,5,Celta,1–1,4–1,4–2,5–0,,0–1,3–2,8–3,2–0,4–2,2–1,1–0,2–0,3–2,,,,,,,,,5,26,14,2,10
1942-43,6,Deportivo de La Coruña,0–0,2–0,2–2,0–1,3–1,,2–2,2–2,0–1,0–0,1–2,1–1,2–2,3–1,,,,,,,,,9,26,7,12,7
1942-43,7,Español,4–2,2–2,1–3,3–1,1–0,1–1,,2–1,5–0,3–0,4–2,1–2,1–0,0–0,,,,,,,,,12,26,9,4,13
1942-43,8,Granada,3–1,1–3,2–3,1–2,3–1,1–2,2–2,,3–1,6–2,1–0,4–3,4–2,1–1,,,,,,,,,11,26,9,6,11
1942-43,9,Oviedo,2–1,3–3,3–2,4–1,1–0,1–1,3–1,4–2,,4–1,3–4,4–4,4–1,1–1,,,,,,,,,6,26,12,4,10
1942-43,10,Real Betis,1–2,3–1,0–2,1–1,1–3,1–1,1–1,0–1,1–2,,3–1,2–5,2–2,1–1,,,,,,,,,14,26,2,6,18
1942-43,11,Real Madrid,1–3,2–0,3–0,0–0,2–4,4–3,7–0,2–2,2–1,3–1,,1–1,0–1,2–1,,,,,,,,,10,26,10,5,11
1942-43,12,Sevilla,2–1,2–0,4–2,4–1,2–0,2–1,4–2,3–2,0–5,5–0,3–0,,3–1,6–0,,,,,,,,,2,26,15,3,8
1942-43,13,Valencia,3–0,2–2,2–4,1–2,1–1,1–0,3–0,3–2,7–0,8–3,3–3,4–2,,7–0,,,,,,,,,7,26,10,7,9
1942-43,14,Zaragoza,2–2,0–1,1–1,0–0,1–2,1–1,4–2,2–3,1–3,1–0,0–2,3–4,0–0,,,,,,,,,,13,26,2,9,15
1941-42,1,Alicante,,2–2,3–1,3–1,0–1,1–3,4–2,1–1,2–2,1–2,4–1,3–1,1–0,1–3,,,,,,,,,13,26,6,5,15
